^ARTICOLO        ^|^DES.ART.^|^DES.ART.2^|^N.ORD.^|^ANNO^|^RG^|^CONTO^|^RAG.SOC.^|^UM^|^Q.TA^|^Q.TA RESIDUA^|^Q.TA PRONTA^|^D.CONS. ^|^IMP.NET.RES.^
^A678110         ^|^COPERCHIO ESTERNO SBLOCCO dis.^|^T179 <2896>                   ^|^S0000026^|2018|15|8004303|^CAME SPA                      ^|^PZ^|^          1.350,000^|^          1.350,000^|0|^01/04/2018^|^             507,60^
^A678110         ^|^COPERCHIO ESTERNO SBLOCCO dis.^|^T179 <2896>                   ^|^S0000042^|2018|22|8004303|^CAME SPA                      ^|^PZ^|^          1.400,000^|^          1.400,000^|0|^01/06/2018^|^             526,40^
^A678110         ^|^COPERCHIO ESTERNO SBLOCCO dis.^|^T179 <2896>                   ^|^S0000043^|2018|24|8004303|^CAME SPA                      ^|^PZ^|^          1.400,000^|^          1.400,000^|0|^01/07/2018^|^             526,40^
^A678110         ^|^COPERCHIO ESTERNO SBLOCCO dis.^|^T179 <2896>                   ^|^S0000044^|2018|24|8004303|^CAME SPA                      ^|^PZ^|^          1.400,000^|^          1.400,000^|0|^01/08/2018^|^             526,40^
^A678110         ^|^COPERCHIO ESTERNO SBLOCCO dis.^|^T179 <2896>                   ^|^S0000045^|2018|21|8004303|^CAME SPA                      ^|^PZ^|^          1.400,000^|^          1.400,000^|0|^01/09/2018^|^             526,40^
^A678120         ^|^COPERCHIO INTERNO SBLOCCO dis.^|^T180 <2897>                   ^|^P0000238^|2018|1|8004303|^CAME SPA                      ^|^PZ^|^          1.500,000^|^          1.500,000^|0|^23/04/2018^|^             322,50^
^A678120         ^|^COPERCHIO INTERNO SBLOCCO dis.^|^T180 <2897>                   ^|^S0000041^|2018|21|8004303|^CAME SPA                      ^|^PZ^|^          1.500,000^|^          1.500,000^|0|^02/05/2018^|^             322,50^
^A678120         ^|^COPERCHIO INTERNO SBLOCCO dis.^|^T180 <2897>                   ^|^S0000042^|2018|23|8004303|^CAME SPA                      ^|^PZ^|^          1.500,000^|^          1.500,000^|0|^01/06/2018^|^             322,50^
^A678120         ^|^COPERCHIO INTERNO SBLOCCO dis.^|^T180 <2897>                   ^|^S0000043^|2018|25|8004303|^CAME SPA                      ^|^PZ^|^          1.500,000^|^          1.500,000^|0|^01/07/2018^|^             322,50^
^A678120         ^|^COPERCHIO INTERNO SBLOCCO dis.^|^T180 <2897>                   ^|^S0000045^|2018|22|8004303|^CAME SPA                      ^|^PZ^|^          1.500,000^|^          1.500,000^|0|^01/09/2018^|^             322,50^
^A678130         ^|^COPERCHIO INTERMEDIO SBLOCCO d^|^is.T181 <2898>                ^|^S0000026^|2018|16|8004303|^CAME SPA                      ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^01/04/2018^|^             178,00^
^A678130         ^|^COPERCHIO INTERMEDIO SBLOCCO d^|^is.T181 <2898>                ^|^S0000042^|2018|24|8004303|^CAME SPA                      ^|^PZ^|^          1.600,000^|^          1.600,000^|0|^01/06/2018^|^             142,40^
^A678130         ^|^COPERCHIO INTERMEDIO SBLOCCO d^|^is.T181 <2898>                ^|^S0000043^|2018|26|8004303|^CAME SPA                      ^|^PZ^|^          1.600,000^|^          1.600,000^|0|^01/07/2018^|^             142,40^
^A678130         ^|^COPERCHIO INTERMEDIO SBLOCCO d^|^is.T181 <2898>                ^|^S0000044^|2018|25|8004303|^CAME SPA                      ^|^PZ^|^          1.600,000^|^          1.600,000^|0|^01/08/2018^|^             142,40^
^A678140         ^|^COPERCHIETTO PER SEMIGUSCIO IN^|^FER. dis. T188 <2899>         ^|^S0000026^|2018|17|8004303|^CAME SPA                      ^|^PZ^|^          1.600,000^|^          1.600,000^|0|^01/04/2018^|^             424,00^
^A678140         ^|^COPERCHIETTO PER SEMIGUSCIO IN^|^FER. dis. T188 <2899>         ^|^P0000238^|2018|2|8004303|^CAME SPA                      ^|^PZ^|^          1.400,000^|^          1.400,000^|0|^23/04/2018^|^             371,00^
^A678140         ^|^COPERCHIETTO PER SEMIGUSCIO IN^|^FER. dis. T188 <2899>         ^|^S0000041^|2018|22|8004303|^CAME SPA                      ^|^PZ^|^          1.400,000^|^          1.400,000^|0|^02/05/2018^|^             371,00^
^A678140         ^|^COPERCHIETTO PER SEMIGUSCIO IN^|^FER. dis. T188 <2899>         ^|^S0000042^|2018|25|8004303|^CAME SPA                      ^|^PZ^|^          1.400,000^|^          1.400,000^|0|^01/06/2018^|^             371,00^
^A678140         ^|^COPERCHIETTO PER SEMIGUSCIO IN^|^FER. dis. T188 <2899>         ^|^S0000043^|2018|27|8004303|^CAME SPA                      ^|^PZ^|^          1.400,000^|^          1.400,000^|0|^01/07/2018^|^             371,00^
^A678140         ^|^COPERCHIETTO PER SEMIGUSCIO IN^|^FER. dis. T188 <2899>         ^|^S0000044^|2018|26|8004303|^CAME SPA                      ^|^PZ^|^          1.400,000^|^          1.400,000^|0|^01/08/2018^|^             371,00^
^A678230         ^|^COPERTURA FINECORSA PER MODUS ^|^cod. MD COP.FIN. <2900>       ^|^P0000058^|2018|12|8004806|^KING GATES SRL                ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^09/05/2018^|^             292,00^
^A678240         ^|^SPORTELLO DI SBLOCCO FINECORSA^|^cod. MD COP.SBLO. <2900>      ^|^P0000058^|2018|11|8004806|^KING GATES SRL                ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^09/05/2018^|^             186,00^
^A678270         ^|^COPERTURA SCHEDA PARTE SUPERIO^|^RE cod. COP SCHEDA SUP.<2902> ^|^P0000743^|2017|6|8004806|^KING GATES SRL                ^|^PZ^|^          3.040,000^|^          3.040,000^|0|^09/05/2018^|^             915,04^
^A678280         ^|^COPERTURA SCHEDA X STAR PARTE ^|^INFER.cod.COP.SCHEDA.INF<2902>^|^P0000743^|2017|4|8004806|^KING GATES SRL                ^|^PZ^|^          3.040,000^|^          3.040,000^|0|^09/05/2018^|^             802,56^
^A678290         ^|^COPERCHIO PER MODUS cod. MD   ^|^COPERCHIO <2903>              ^|^P0000058^|2018|13|8004806|^KING GATES SRL                ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^09/04/2018^|^           2.148,00^
^A678310         ^|^TESTA ROTANTE COD. 8401<2914> ^|^                              ^|^P0000241^|2018|1|8001705|^A.T.A.  SRL                   ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^18/05/2018^|^             770,00^
^A678370         ^|^COPERCHIO TESTINA ROTANTE     ^|^COD. 8402<2915>               ^|^P0000227^|2018|1|8001705|^A.T.A.  SRL                   ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^             948,00^
^A678721         ^|^GUSCIO SUPERIORE NERO - TRASM.^|^cod. MYO GU-SUP-NE <2936>     ^|^P0000058^|2018|15|8004806|^KING GATES SRL                ^|^PZ^|^          4.000,000^|^          4.000,000^|0|^09/05/2018^|^             364,00^
^A678732         ^|^TASTI TRASM. MYO NUOVO BIANCHI^|^cod. MYO TASTI BI NEW <293702>^|^P0000058^|2018|16|8004806|^KING GATES SRL                ^|^PZ^|^         10.000,000^|^         10.000,000^|0|^09/05/2018^|^             510,00^
^A679060         ^|^COPERCHIO FOTOCELLULA SERIE NO^|^VO cod. NOVO COP.FOTO         ^|^P0000743^|2017|14|8004806|^KING GATES SRL                ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^09/04/2018^|^             473,00^
^A679080         ^|^BASE RICEVITORE RADIO - FOTOCE^|^L. - LAMP. cod. NOVO BASE FRED^|^P0000743^|2017|12|8004806|^KING GATES SRL                ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^09/04/2018^|^             267,00^
^A680000         ^|^GRIGLIA POST. cod.P0804_320_00^|^<2993>                        ^|^P0000236^|2018|1|8005108|^ALI GROUP S.R.L. A SOCIO UNICO^|^PZ^|^          2.000,000^|^          2.000,000^|0|^14/05/2018^|^             700,00^
^A680010         ^|^GRIGLIA ANT. cod.P0804_318_00 ^|^<2993>                        ^|^P0000236^|2018|2|8005108|^ALI GROUP S.R.L. A SOCIO UNICO^|^PZ^|^          1.500,000^|^          1.500,000^|0|^14/05/2018^|^           1.050,00^
^A680151         ^|^CORPO SUPERIORE D.69 IN       ^|^PA6+30 FV NERO <2999>         ^|^P0000104^|2018|7|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^15/05/2018^|^             700,00^
^A680161         ^|^CORPO INFERIORE SJ NYLON NERO ^|^IN PA6 NERO <3000>            ^|^P0000104^|2018|6|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^15/05/2018^|^             782,00^
^A680530         ^|^VENTOLA MAJOR <301101>        ^|^                              ^|^P0000167^|2018|3|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|^          5.000,000^|^          5.000,000^|0|^08/06/2018^|^           1.470,00^
^A680550         ^|^VENTOLA ROBUR <301103>        ^|^                              ^|^P0000198^|2018|1|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^             294,00^
^A680570         ^|^CHIUSURA ANTERIORE CENTRAFARI ^|^NERO <3012>                   ^|^P0000120^|2018|11|8004819|^TECNOLUX SRL                  ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^14/05/2018^|^           1.777,00^
^A680580         ^|^CHIUSURA POSTERIORE CENTRAFARI^|^-NERO <3013>                  ^|^P0000120^|2018|12|8004819|^TECNOLUX SRL                  ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^14/05/2018^|^           2.728,00^
^A680610         ^|^CORPO CENTRALE CENTRAFARI NERO^|^<3015>                        ^|^P0000120^|2018|5|8004819|^TECNOLUX SRL                  ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^12/04/2018^|^          11.504,00^
^A680610         ^|^CORPO CENTRALE CENTRAFARI NERO^|^<3015>                        ^|^P0000120^|2018|10|8004819|^TECNOLUX SRL                  ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^14/05/2018^|^          11.504,00^
^A680620         ^|^CHIUSURA SUPERIORE CENTRAFARI ^|^<3016>                        ^|^P0000119^|2018|2|8004819|^TECNOLUX SRL                  ^|^PZ^|^          1.000,000^|7000|0|^13/04/2018^|^              33,03^
^A680620         ^|^CHIUSURA SUPERIORE CENTRAFARI ^|^<3016>                        ^|^P0000119^|2018|3|8004819|^TECNOLUX SRL                  ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^14/05/2018^|^           4.719,00^
^A680800         ^|^CIELO SUT COD. BN144555       ^|^                              ^|^P0000139^|2018|1|8005108|^ALI GROUP S.R.L. A SOCIO UNICO^|^PZ^|500000|500000|0|^13/04/2018^|^           3.400,00^
^A680800         ^|^CIELO SUT COD. BN144555       ^|^                              ^|^P0000159^|2018|2|8005108|^ALI GROUP S.R.L. A SOCIO UNICO^|^PZ^|500000|500000|0|^16/04/2018^|^           3.400,00^
^A680800         ^|^CIELO SUT COD. BN144555       ^|^                              ^|^P0000159^|2018|3|8005108|^ALI GROUP S.R.L. A SOCIO UNICO^|^PZ^|500000|500000|0|^03/05/2018^|^           3.400,00^
^A680800         ^|^CIELO SUT COD. BN144555       ^|^                              ^|^P0000159^|2018|4|8005108|^ALI GROUP S.R.L. A SOCIO UNICO^|^PZ^|500000|500000|0|^21/05/2018^|^           3.400,00^
^A681130         ^|^ELEMENTO DIRETTORE ANTENNE    ^|^SIGMA 18x18 S/GRADINO <3044>  ^|^P0000818^|2017|1|8005010|^FRACARRO RADIOINDUSTRIE SRL   ^|^PZ^|^         20.000,000^|^          4.130,000^|0|^09/03/2018^|^           1.594,18^
^A681200         ^|^SUPPORTO RADIATORE ANT. SIGMA ^|^cod. 3SU225 <3050>            ^|^P0000181^|2018|1|8005010|^FRACARRO RADIOINDUSTRIE SRL   ^|^PZ^|^          5.000,000^|^          5.000,000^|0|^07/05/2018^|^             470,00^
^A681200         ^|^SUPPORTO RADIATORE ANT. SIGMA ^|^cod. 3SU225 <3050>            ^|^P0000195^|2018|1|8005010|^FRACARRO RADIOINDUSTRIE SRL   ^|^PZ^|^          8.400,000^|^          8.400,000^|0|^08/06/2018^|^             789,60^
^A681220         ^|^GHIERA FISSAGGIO SNORKEL C03  ^|^PWM cod. 840020014800 <3036>  ^|^P0000200^|2018|2|8004321|^ECOFLAM BRUCIATORI SPA        ^|^PZ^|500000|500000|0|^14/05/2018^|^             237,50^
^A681230         ^|^RACCORDO CONDOTTO ARIA D80 C03^|^PWM cod.840020014600 <3036>   ^|^P0000200^|2018|1|8004321|^ECOFLAM BRUCIATORI SPA        ^|^PZ^|500000|500000|0|^14/05/2018^|^             469,00^
^A681320         ^|^CAMPANA CILINDRICA ROBUR TRASP^|^CON SERR E BOCCH. saldata     ^|^P0000164^|2018|5|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|^          3.000,000^|^          3.000,000^|0|^15/05/2018^|^          12.531,00^
^A681321         ^|^CAMPANA CILINDRICA KONY TRASP ^|^CON SERR E BOCCH. saldata     ^|^P0000164^|2018|1|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|^          1.200,000^|^          1.200,000^|0|^15/04/2018^|^           4.412,40^
^A681321         ^|^CAMPANA CILINDRICA KONY TRASP ^|^CON SERR E BOCCH. saldata     ^|^P0000164^|2018|7|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|^          1.200,000^|^          1.200,000^|0|^15/06/2018^|^           4.412,40^
^A681480         ^|^TRASMETTITORE CORPO CARDIN    ^|^PC FUME' <3057>               ^|^P0000102^|2018|7|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^08/06/2018^|^             232,50^
^A681481         ^|^TRASMETTITORE CORPO CARDIN    ^|^ABS GRIGIO <3057>             ^|^P0000174^|2018|1|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^08/06/2018^|^             213,50^
^A681481         ^|^TRASMETTITORE CORPO CARDIN    ^|^ABS GRIGIO <3057>             ^|^P0000174^|2018|3|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^08/06/2018^|^             213,50^
^A681482         ^|^TRAS. CORPO CON RIBAS. NEUTRO ^|^SENZA MARCHIO <3057>          ^|^P0000174^|2018|4|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^08/06/2018^|^             220,50^
^A681490         ^|^TRASMETTITORE COPERCHIO CARDIN^|^PC FUME' <3057>               ^|^P0000102^|2018|8|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^08/06/2018^|^             242,00^
^A681495         ^|^TRAS.COPERCHIO ABS GRIGIO     ^|^<3057>                        ^|^P0000174^|2018|2|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^08/06/2018^|^             334,00^
^A681496         ^|^RICEVITORE CORPO CARDIN       ^|^ABS GRIGIO <3056> IMB.108 PZ. ^|^P0000102^|2018|1|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/05/2018^|^             276,50^
^A681496         ^|^RICEVITORE CORPO CARDIN       ^|^ABS GRIGIO <3056> IMB.108 PZ. ^|^P0000102^|2018|5|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^08/06/2018^|^             276,50^
^A681497         ^|^COPERCHIO RICEVITORE CARDIN   ^|^ABS GRIGIO <3056> IMB.108 PZ. ^|^P0000102^|2018|2|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/05/2018^|^             220,50^
^A681497         ^|^COPERCHIO RICEVITORE CARDIN   ^|^ABS GRIGIO <3056> IMB.108 PZ. ^|^P0000102^|2018|6|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^08/06/2018^|^             220,50^
^A681520         ^|^GUSCIO ANTERIORE RADIATORE    ^|^3CP161 <3060> D0104098_000_00 ^|^P0000758^|2017|2|8005010|^FRACARRO RADIOINDUSTRIE SRL   ^|^PZ^|^         10.000,000^|40000|0|^09/03/2018^|^              22,60^
^A681530         ^|^GUSCIO POSTERIORE RADIATORE   ^|^3CP162 S/SPACCO <3060>D0104099^|^P0000757^|2017|4|8005010|^FRACARRO RADIOINDUSTRIE SRL   ^|^PZ^|^         10.000,000^|40000|0|^09/03/2018^|^              21,92^
^A681541         ^|^CAMPANA SUPER JOLLY CON       ^|^SERRANDA <3061>               ^|^P0000772^|2017|7|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|^          2.500,000^|14000|0|^25/03/2018^|^              36,55^
^A681541         ^|^CAMPANA SUPER JOLLY CON       ^|^SERRANDA <3061>               ^|^P0000164^|2018|3|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|^          2.500,000^|^          2.500,000^|0|^15/05/2018^|^           6.527,50^
^A681541         ^|^CAMPANA SUPER JOLLY CON       ^|^SERRANDA <3061>               ^|^P0000164^|2018|6|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|^          2.500,000^|^          2.500,000^|0|^15/06/2018^|^           6.527,50^
^A681541         ^|^CAMPANA SUPER JOLLY CON       ^|^SERRANDA <3061>               ^|^P0000164^|2018|8|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|^          2.500,000^|^          2.500,000^|0|^15/07/2018^|^           6.527,50^
^A681820         ^|^SOVRASTAMPAGGIO PERNO         ^|^GHIERA ABS <3065>             ^|^P0000772^|2017|2|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|^         15.600,000^|562000|0|^20/01/2018^|^              71,37^
^A681820         ^|^SOVRASTAMPAGGIO PERNO         ^|^GHIERA ABS <3065>             ^|^P0000212^|2018|1|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|^         20.000,000^|^         20.000,000^|0|^27/04/2018^|^           2.540,00^
^A681820         ^|^SOVRASTAMPAGGIO PERNO         ^|^GHIERA ABS <3065>             ^|^P0000212^|2018|2|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|^         20.000,000^|^         20.000,000^|0|^15/06/2018^|^           2.540,00^
^A682330         ^|^CAMPANA RETTANGOLARE KOLD     ^|^<3080>                        ^|^P0000167^|2018|4|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|500000|500000|0|^20/04/2018^|^           3.690,00^
^A682330         ^|^CAMPANA RETTANGOLARE KOLD     ^|^<3080>                        ^|^P0000167^|2018|5|8004278|^MAZZER LUIGI S.P.A.           ^|^PZ^|500000|500000|0|^05/07/2018^|^           3.690,00^
^A683031         ^|^BALLOON TRASP. GAMBO TRASP.   ^|^BULK TX SF5006-21             ^|^K0000003^|2018|1|9010793|^SC GOLD PLAST PRODUCTION SRL  ^|^PZ^|^         10.400,000^|^          2.080,000^|0|^28/02/2018^|^           2.258,88^
^A683031         ^|^BALLOON TRASP. GAMBO TRASP.   ^|^BULK TX SF5006-21             ^|^K0000015^|2017|3|8005023|^GOLD PLAST SPA                ^|^PZ^|^         15.000,000^|^         15.000,000^|0|^30/04/2018^|^          16.290,00^
^A683031         ^|^BALLOON TRASP. GAMBO TRASP.   ^|^BULK TX SF5006-21             ^|^K0000015^|2017|4|8005023|^GOLD PLAST SPA                ^|^PZ^|^         25.000,000^|^         25.000,000^|0|^30/04/2018^|^          27.150,00^
^A683041         ^|^PRESTIGE 56.4 CL SOLID ORANGE ^|^TX                            ^|^K0000007^|2018|1|8005023|^GOLD PLAST SPA                ^|^PZ^|^          5.292,000^|^          5.292,000^|0|^27/04/2018^|^           5.651,86^
^A683045         ^|^PRESTIGE 26 CL SOLID ORANGE   ^|^TX                            ^|^K0000008^|2018|1|8005023|^GOLD PLAST SPA                ^|^PZ^|^         31.104,000^|^         31.104,000^|0|^10/05/2018^|^          28.397,95^
^A683090         ^|^GEARMOTOR COVER FOR SWING GATE^|^Q_906B <3105> MARRONE RAL 8019^|^S0000026^|2018|14|8004303|^CAME SPA                      ^|^PZ^|240000|240000|0|^01/04/2018^|^             574,32^
^A683090         ^|^GEARMOTOR COVER FOR SWING GATE^|^Q_906B <3105> MARRONE RAL 8019^|^P0000128^|2018|2|8004303|^CAME SPA                      ^|^PZ^|408000|408000|0|^06/04/2018^|^             976,34^
^A683090         ^|^GEARMOTOR COVER FOR SWING GATE^|^Q_906B <3105> MARRONE RAL 8019^|^S0000044^|2018|22|8004303|^CAME SPA                      ^|^PZ^|480000|480000|0|^01/08/2018^|^           1.148,64^
^A683110         ^|^COMPONENT SUPPORT  Q907       ^|^<3109>                        ^|^S0000041^|2018|20|8004303|^CAME SPA                      ^|^PZ^|120000|120000|0|^02/05/2018^|^             208,80^
^A683110         ^|^COMPONENT SUPPORT  Q907       ^|^<3109>                        ^|^S0000042^|2018|21|8004303|^CAME SPA                      ^|^PZ^|120000|120000|0|^01/06/2018^|^             208,80^
^A683110         ^|^COMPONENT SUPPORT  Q907       ^|^<3109>                        ^|^S0000043^|2018|23|8004303|^CAME SPA                      ^|^PZ^|240000|240000|0|^01/07/2018^|^             417,60^
^A683110         ^|^COMPONENT SUPPORT  Q907       ^|^<3109>                        ^|^S0000044^|2018|23|8004303|^CAME SPA                      ^|^PZ^|120000|120000|0|^01/08/2018^|^             208,80^
^A683180         ^|^GRAND BLANC 71.5 TRASPARENTE  ^|^TX                            ^|^K0000009^|2018|1|8005023|^GOLD PLAST SPA                ^|^PZ^|^         12.420,000^|^         12.420,000^|0|^10/05/2018^|^          13.152,78^
^A683190         ^|^OIL CATCHER Dw. 3100548916    ^|^<3122>                        ^|^P0000228^|2018|1|9010817|^ESMA Forsaljnings AB          ^|^PZ^|^         30.000,000^|^         30.000,000^|0|^30/04/2018^|^          11.040,00^
^A683261         ^|^COVER PER SCORREVOLE GDO      ^|^SENZA VETRINO Q576B <3133>    ^|^S0000026^|2018|11|8004303|^CAME SPA                      ^|^PZ^|180000|180000|0|^01/04/2018^|^             674,82^
^A683261         ^|^COVER PER SCORREVOLE GDO      ^|^SENZA VETRINO Q576B <3133>    ^|^P0000234^|2018|1|8004303|^CAME SPA                      ^|^PZ^|180000|180000|0|^16/04/2018^|^             674,82^
^A683261         ^|^COVER PER SCORREVOLE GDO      ^|^SENZA VETRINO Q576B <3133>    ^|^S0000041^|2018|10|8004303|^CAME SPA                      ^|^PZ^|540000|540000|0|^02/05/2018^|^           2.024,46^
^A683261         ^|^COVER PER SCORREVOLE GDO      ^|^SENZA VETRINO Q576B <3133>    ^|^S0000042^|2018|10|8004303|^CAME SPA                      ^|^PZ^|360000|360000|0|^01/06/2018^|^           1.349,64^
^A683261         ^|^COVER PER SCORREVOLE GDO      ^|^SENZA VETRINO Q576B <3133>    ^|^S0000043^|2018|12|8004303|^CAME SPA                      ^|^PZ^|540000|540000|0|^01/07/2018^|^           2.024,46^
^A683261         ^|^COVER PER SCORREVOLE GDO      ^|^SENZA VETRINO Q576B <3133>    ^|^S0000044^|2018|11|8004303|^CAME SPA                      ^|^PZ^|360000|360000|0|^01/08/2018^|^           1.349,64^
^A683261         ^|^COVER PER SCORREVOLE GDO      ^|^SENZA VETRINO Q576B <3133>    ^|^S0000045^|2018|11|8004303|^CAME SPA                      ^|^PZ^|720000|720000|0|^01/09/2018^|^           2.699,28^
^A683270         ^|^COCCOCRACK  ASSEMBLATO GIALLO ^|^                              ^|^P0000210^|2015|1|8004985|^SPIRIT OF ST.LOUIS SRL        ^|^PZ^|^          2.000,000^|^          1.340,000^|0|^30/06/2015^|^           1.137,66^
^A683290         ^|^COCCOCRACK  ASSEMBLATO VERDE  ^|^                              ^|^P0000210^|2015|2|8004985|^SPIRIT OF ST.LOUIS SRL        ^|^PZ^|^          1.500,000^|817000|0|^30/06/2015^|^             693,63^
^A683310         ^|^COCCOCRACK  ASSEMBLATO ARANCIO^|^                              ^|^P0000210^|2015|3|8004985|^SPIRIT OF ST.LOUIS SRL        ^|^PZ^|^          1.500,000^|830000|0|^30/06/2015^|^             704,67^
^A683320         ^|^TAGLIAGUSCIO  ASSEMBLATO      ^|^ARANCIO                       ^|^P0000275^|2015|3|8004985|^SPIRIT OF ST.LOUIS SRL        ^|^PZ^|^          1.500,000^|206000|0|^31/07/2015^|^             120,72^
^A683400         ^|^CALOTTA SUPERIORE             ^|^<3190>                        ^|^P0000147^|2018|1|8005012|^ECOTERM SNC di Faccioni G. e  ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^             611,00^
^A683410         ^|^CALOTTA INFERIORE             ^|^<3190>                        ^|^P0000147^|2018|2|8005012|^ECOTERM SNC di Faccioni G. e  ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^             644,00^
^A683430         ^|^PORTA SCARICO                 ^|^<3190>                        ^|^P0000147^|2018|3|8005012|^ECOTERM SNC di Faccioni G. e  ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^             503,00^
^A683440         ^|^DIFFUSORE                     ^|^<3200>                        ^|^P0000147^|2018|4|8005012|^ECOTERM SNC di Faccioni G. e  ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^             745,00^
^A683450         ^|^SCARICO GEBERIT               ^|^<3200>                        ^|^P0000147^|2018|5|8005012|^ECOTERM SNC di Faccioni G. e  ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^             561,00^
^A683460         ^|^MANOPOLA                      ^|^<3210>                        ^|^P0000147^|2018|6|8005012|^ECOTERM SNC di Faccioni G. e  ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^             645,00^
^A683550         ^|^BICCHIERE IN LEXAN 164 R      ^|^<3220>                        ^|^P0000147^|2018|7|8005012|^ECOTERM SNC di Faccioni G. e  ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^           2.257,00^
^A683550         ^|^BICCHIERE IN LEXAN 164 R      ^|^<3220>                        ^|^P0000244^|2018|1|8005012|^ECOTERM SNC di Faccioni G. e  ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^14/05/2018^|^           2.257,00^
^A683550         ^|^BICCHIERE IN LEXAN 164 R      ^|^IN TROGAMID O GRILAMID        ^|^P0000244^|2018|2|8005012|^ECOTERM SNC di Faccioni G. e  ^|^PZ^|50000|50000|0|^14/05/2018^|^               0,00^
^A683560         ^|^TESTATA FILTRO BLU 3/4        ^|^<3164>                        ^|^P0000229^|2018|1|8005012|^ECOTERM SNC di Faccioni G. e  ^|^PZ^|500000|500000|0|^07/05/2018^|^           2.650,00^
^A683570         ^|^TESTATA FILTRO BLU 1"         ^|^<3163>                        ^|^P0000229^|2018|2|8005012|^ECOTERM SNC di Faccioni G. e  ^|^PZ^|500000|500000|0|^07/05/2018^|^           2.729,50^
^A683620         ^|^BOX    T187 <3167>            ^|^                              ^|^P0000186^|2018|7|8004735|^TECMA srl                     ^|^PZ^|544000|16000|0|^16/04/2018^|^              37,49^
^A683620         ^|^BOX    T187 <3167>            ^|^                              ^|^P0000186^|2018|8|8004735|^TECMA srl                     ^|^PZ^|544000|544000|0|^07/05/2018^|^           1.274,59^
^A683640         ^|^BOX     T672 <3167/02>        ^|^                              ^|^P0000185^|2018|11|8004735|^TECMA srl                     ^|^PZ^|272000|80000|0|^30/03/2018^|^             196,32^
^A683640         ^|^BOX     T672 <3167/02>        ^|^                              ^|^P0000632^|2017|39|8004735|^TECMA srl                     ^|^PZ^|136000|136000|0|^06/04/2018^|^             333,74^
^A683640         ^|^BOX     T672 <3167/02>        ^|^                              ^|^P0000185^|2018|14|8004735|^TECMA srl                     ^|^PZ^|136000|136000|0|^16/04/2018^|^             333,74^
