^PRODOTTO^|^DESCRIZIONE^|^DESCRIZIONE TECNICA^|^LIV^|^COMPONENTE^|^DesComp^|^DesComp1^|^UM^|^QTIMPIEGATA^|^QTEFFETTIVA^
^A286180^|^ARM GUIDE COD.B35517^|^<1028>^|1|^E286180^|^ARM GUIDE COD.B35517^|^<1028>^|^PZ^|1|1
^A286180^|^ARM GUIDE COD.B35517^|^<1028>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|20|22
^A286190^|^ADAPTER 1FK7036 S1 M3 MACH^|^7509898 <1030>1702003611000^|1|^C286190^|^ADAPTER 1FK7036 S1 M3 SANDB^|^sabbiato 7509898 <1030>^|^PZ^|1|1
^A286190^|^ADAPTER 1FK7036 S1 M3 MACH^|^7509898 <1030>1702003611000^|2|7900217|^CARTONI 780x580x520^||^PZ^|0.01|0.01
^A286190^|^ADAPTER 1FK7036 S1 M3 MACH^|^7509898 <1030>1702003611000^|2|7900411|^DIVISORIO FALDA 750 x 550^||^PZ^|0.07|0.07
^A286190^|^ADAPTER 1FK7036 S1 M3 MACH^|^7509898 <1030>1702003611000^|2|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.01|0.01
^A286190^|^ADAPTER 1FK7036 S1 M3 MACH^|^7509898 <1030>1702003611000^|2|7901010|^EUROPALLET^||^PZ^|0.01|0.01
^A286190^|^ADAPTER 1FK7036 S1 M3 MACH^|^7509898 <1030>1702003611000^|2|^E286190^|^ADAPTER 1FK7036 S1 M3 CAST^|^7509897 <1030>1702003601000^|^PZ^|1|1
^A286190^|^ADAPTER 1FK7036 S1 M3 MACH^|^7509898 <1030>1702003611000^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|350|385
^A286200^|^ADAPTER 1FK7048 S1 M3 MACH^|^4049719 <1070>1702004811000^|1|^C286200^|^ADAPTER 1FK7048 S1 M3 SANDB^|^sabbiato 7509902 <1070>^|^PZ^|1|1
^A286200^|^ADAPTER 1FK7048 S1 M3 MACH^|^4049719 <1070>1702004811000^|2|7900217|^CARTONI 780x580x520^||^PZ^|0.13|0.13
^A286200^|^ADAPTER 1FK7048 S1 M3 MACH^|^4049719 <1070>1702004811000^|2|7900411|^DIVISORIO FALDA 750 x 550^||^PZ^|0.07|0.07
^A286200^|^ADAPTER 1FK7048 S1 M3 MACH^|^4049719 <1070>1702004811000^|2|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.01|0.01
^A286200^|^ADAPTER 1FK7048 S1 M3 MACH^|^4049719 <1070>1702004811000^|2|7901010|^EUROPALLET^||^PZ^|0.01|0.01
^A286200^|^ADAPTER 1FK7048 S1 M3 MACH^|^4049719 <1070>1702004811000^|2|^E286200^|^ADAPTER 1FK7048 S1 M3 CAST^|^7509901 <1070>1702004801000^|^PZ^|1|1
^A286200^|^ADAPTER 1FK7048 S1 M3 MACH^|^4049719 <1070>1702004811000^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|380|418
^A286210^|^ADAPTER 1FK7048 S2 M3 MACH^|^7509904 <1071>1702004812000^|1|^C286210^|^ADAPTER 1FK7048 S2 M3 SANDB^|^sabbiato 7509904 <1071>^|^PZ^|1|1
^A286210^|^ADAPTER 1FK7048 S2 M3 MACH^|^7509904 <1071>1702004812000^|2|7900217|^CARTONI 780x580x520^||^PZ^|0.01|0.01
^A286210^|^ADAPTER 1FK7048 S2 M3 MACH^|^7509904 <1071>1702004812000^|2|7900411|^DIVISORIO FALDA 750 x 550^||^PZ^|0.07|0.07
^A286210^|^ADAPTER 1FK7048 S2 M3 MACH^|^7509904 <1071>1702004812000^|2|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.01|0.01
^A286210^|^ADAPTER 1FK7048 S2 M3 MACH^|^7509904 <1071>1702004812000^|2|7901010|^EUROPALLET^||^PZ^|0.01|0.01
^A286210^|^ADAPTER 1FK7048 S2 M3 MACH^|^7509904 <1071>1702004812000^|2|^E286210^|^ADAPTER 1FK7048 S2 M3 CAST^|^7509903 <1071>1702004802000^|^PZ^|1|1
^A286210^|^ADAPTER 1FK7048 S2 M3 MACH^|^7509904 <1071>1702004812000^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|520|572
^A286220^|^ADAPTER 1FK7063 S1 M3 MACH^|^7509906 <1072>1701006311000^|1|^C286220^|^ADAPTER 1FK7063 S1 M3 SANDB^|^sabbiato 7509906 <1072>^|^PZ^|1|1
^A286220^|^ADAPTER 1FK7063 S1 M3 MACH^|^7509906 <1072>1701006311000^|2|7900217|^CARTONI 780x580x520^||^PZ^|0.01|0.01
^A286220^|^ADAPTER 1FK7063 S1 M3 MACH^|^7509906 <1072>1701006311000^|2|7900411|^DIVISORIO FALDA 750 x 550^||^PZ^|0.07|0.07
^A286220^|^ADAPTER 1FK7063 S1 M3 MACH^|^7509906 <1072>1701006311000^|2|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.01|0.01
^A286220^|^ADAPTER 1FK7063 S1 M3 MACH^|^7509906 <1072>1701006311000^|2|7901010|^EUROPALLET^||^PZ^|0.01|0.01
^A286220^|^ADAPTER 1FK7063 S1 M3 MACH^|^7509906 <1072>1701006311000^|2|^E286220^|^ADAPTER 1FK7063 S1 M3 CAST^|^7509905<1072>1701006301000^|^PZ^|1|1
^A286220^|^ADAPTER 1FK7063 S1 M3 MACH^|^7509906 <1072>1701006311000^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|550|605
^A286230^|^ADAPTER 1FK7063 S2 M3 MACH^|^7509908 <1073>1701006312000^|1|^C286230^|^ADAPTER 1FK7063 S2 M3 SANDB^|^sabbiato 7509908 <1073>^|^PZ^|1|1
^A286230^|^ADAPTER 1FK7063 S2 M3 MACH^|^7509908 <1073>1701006312000^|2|7900217|^CARTONI 780x580x520^||^PZ^|0.01|0.01
^A286230^|^ADAPTER 1FK7063 S2 M3 MACH^|^7509908 <1073>1701006312000^|2|7900411|^DIVISORIO FALDA 750 x 550^||^PZ^|0.07|0.07
^A286230^|^ADAPTER 1FK7063 S2 M3 MACH^|^7509908 <1073>1701006312000^|2|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.01|0.01
^A286230^|^ADAPTER 1FK7063 S2 M3 MACH^|^7509908 <1073>1701006312000^|2|7901010|^EUROPALLET^||^PZ^|0.01|0.01
^A286230^|^ADAPTER 1FK7063 S2 M3 MACH^|^7509908 <1073>1701006312000^|2|^E286230^|^ADAPTER 1FK7063 S2 M3 CAST^|^7509907 <1073>1701006302000^|^PZ^|1|1
^A286230^|^ADAPTER 1FK7063 S2 M3 MACH^|^7509908 <1073>1701006312000^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|770|847
^A286232^|^ADAPTER 1FK7080 S1 M3 MACH^|^7509914 <1074>1701008011000^|1|^C286232^|^ADAPTER 1FK7080 S1 M3 SANDB^|^sabbiato 7509913 <1074>^|^PZ^|1|1
^A286232^|^ADAPTER 1FK7080 S1 M3 MACH^|^7509914 <1074>1701008011000^|2|7900217|^CARTONI 780x580x520^||^PZ^|0.01|0.01
^A286232^|^ADAPTER 1FK7080 S1 M3 MACH^|^7509914 <1074>1701008011000^|2|7900411|^DIVISORIO FALDA 750 x 550^||^PZ^|0.07|0.07
^A286232^|^ADAPTER 1FK7080 S1 M3 MACH^|^7509914 <1074>1701008011000^|2|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.01|0.01
^A286232^|^ADAPTER 1FK7080 S1 M3 MACH^|^7509914 <1074>1701008011000^|2|7901010|^EUROPALLET^||^PZ^|0.01|0.01
^A286232^|^ADAPTER 1FK7080 S1 M3 MACH^|^7509914 <1074>1701008011000^|2|^E286232^|^ADAPTER 1FK7080 S1 M3 cast^|^7509914 <1074>1701008001000^|^PZ^|1|1
^A286232^|^ADAPTER 1FK7080 S1 M3 MACH^|^7509914 <1074>1701008011000^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|820|902
^A286234^|^ADAPTER 1FK7080 S2 M3 MACH^|^7509916 <1075>1701008012000^|1|^C286234^|^ADAPTER 1FK7080 S2 M3 SANDB^|^sabbiato 7509915 <1075>^|^PZ^|1|1
^A286234^|^ADAPTER 1FK7080 S2 M3 MACH^|^7509916 <1075>1701008012000^|2|7900217|^CARTONI 780x580x520^||^PZ^|0.01|0.01
^A286234^|^ADAPTER 1FK7080 S2 M3 MACH^|^7509916 <1075>1701008012000^|2|7900411|^DIVISORIO FALDA 750 x 550^||^PZ^|0.07|0.07
^A286234^|^ADAPTER 1FK7080 S2 M3 MACH^|^7509916 <1075>1701008012000^|2|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.01|0.01
^A286234^|^ADAPTER 1FK7080 S2 M3 MACH^|^7509916 <1075>1701008012000^|2|7901010|^EUROPALLET^||^PZ^|0.01|0.01
^A286234^|^ADAPTER 1FK7080 S2 M3 MACH^|^7509916 <1075>1701008012000^|2|^E286234^|^ADAPTER 1FK7080 S2 M3 CAST^|^7509915 <1075>1701008002000^|^PZ^|1|1
^A286234^|^ADAPTER 1FK7080 S2 M3 MACH^|^7509916 <1075>1701008012000^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|980|1078
^A286240^|^CARTER SUPERIOR EBAUCHE <1031>^||1|7900049|^CARTONI 400x300x265^||^PZ^|0.01|0.01
^A286240^|^CARTER SUPERIOR EBAUCHE <1031>^||1|^E286240^|^CARTER SUPERIOR EBAUCHE <1031>^||^PZ^|1|1
^A286240^|^CARTER SUPERIOR EBAUCHE <1031>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|450|495
^A286250^|^TERMINALE  BRACCIO^|^DIS. 3792 <1032>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286250^|^TERMINALE  BRACCIO^|^DIS. 3792 <1032>^|1|^E286250^|^TERMINALE  BRACCIO^|^DIS. 3792 <1032>^|^PZ^|1|1
^A286250^|^TERMINALE  BRACCIO^|^DIS. 3792 <1032>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|100|110
^A286260^|^CALOTTA ALLUMINIO DA 95mm PER^|^CORP JCO0002 <1033>^|1|^E286260^|^CALOTTA ALLUMINIO DA 95mm PER^|^CORP JCO0002 <1033>^|^PZ^|1|1
^A286260^|^CALOTTA ALLUMINIO DA 95mm PER^|^CORP JCO0002 <1033>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|95|104.5
^A286270^|^BASE GEARMOTOR Q904 VERNICIATO^|^<1034>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286270^|^BASE GEARMOTOR Q904 VERNICIATO^|^<1034>^|1|^C286270^|^BASE GEARMOTOR Q904^|^<1034> Sbav.^|^PZ^|1|1
^A286270^|^BASE GEARMOTOR Q904 VERNICIATO^|^<1034>^|2|^E286270^|^BASE GEARMOTOR Q904^|^<1034>^|^PZ^|1|1
^A286270^|^BASE GEARMOTOR Q904 VERNICIATO^|^<1034>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1450|1595
^A286271^|^BASE GEARMOTOR Q904E   RAL9006^|^<1034>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286271^|^BASE GEARMOTOR Q904E   RAL9006^|^<1034>^|1|^C286271^|^BASE GEARMOTOR Q904^|^<1034> Sbav.^|^PZ^|1|1
^A286271^|^BASE GEARMOTOR Q904E   RAL9006^|^<1034>^|2|^E286271^|^BASE GEARMOTOR Q904^|^<1034>^|^PZ^|1|1
^A286271^|^BASE GEARMOTOR Q904E   RAL9006^|^<1034>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1450|1595
^A286280^|^COVER GEARMOTOR Q905^|^<1035>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286280^|^COVER GEARMOTOR Q905^|^<1035>^|1|^E286280^|^COVER GEARMOTOR Q905^|^<1035>^|^PZ^|1|1
^A286280^|^COVER GEARMOTOR Q905^|^<1035>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|830|913
^A286290^|^SEMIGUSCIO POSTERIORE LETTORE^|^Q939 <1036>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286290^|^SEMIGUSCIO POSTERIORE LETTORE^|^Q939 <1036>^|1|^E286290^|^SEMIGUSCIO POSTERIORE LETTORE^|^Q939 <1036>^|^PZ^|1|1
^A286290^|^SEMIGUSCIO POSTERIORE LETTORE^|^Q939 <1036>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1040|1144
^A286300^|^SEMIGUSCIO ANTERIORE LETTORE^|^Q940 <1171/00> <ex 1036/01>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286300^|^SEMIGUSCIO ANTERIORE LETTORE^|^Q940 <1171/00> <ex 1036/01>^|1|^E286300^|^SEMIGUSCIO ANTERIORE LETTORE^|^Q940 <1171/00> <ex 1036/01>^|^PZ^|1|1
^A286300^|^SEMIGUSCIO ANTERIORE LETTORE^|^Q940 <1171/00> <ex 1036/01>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|460|506
^A286310^|^BASAMENTO LETTORE CORPO^|^Q944 <1037>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A286310^|^BASAMENTO LETTORE CORPO^|^Q944 <1037>^|1|^E286310^|^BASAMENTO LETTORE CORPO^|^Q944 <1037>^|^PZ^|1|1
^A286310^|^BASAMENTO LETTORE CORPO^|^Q944 <1037>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|392|431.2
^A286320^|^ADAPTER 1FK7100 S2 M3 MACH^|^7509924 <1038>1701010012000^|1|^C286320^|^ADAPTER 1FK7100 S2 M3 SANDB^|^sabbiato 7509924 <1038>^|^PZ^|1|1
^A286320^|^ADAPTER 1FK7100 S2 M3 MACH^|^7509924 <1038>1701010012000^|2|7900217|^CARTONI 780x580x520^||^PZ^|0.01|0.01
^A286320^|^ADAPTER 1FK7100 S2 M3 MACH^|^7509924 <1038>1701010012000^|2|7900411|^DIVISORIO FALDA 750 x 550^||^PZ^|0.07|0.07
^A286320^|^ADAPTER 1FK7100 S2 M3 MACH^|^7509924 <1038>1701010012000^|2|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.01|0.01
^A286320^|^ADAPTER 1FK7100 S2 M3 MACH^|^7509924 <1038>1701010012000^|2|7901010|^EUROPALLET^||^PZ^|0.01|0.01
^A286320^|^ADAPTER 1FK7100 S2 M3 MACH^|^7509924 <1038>1701010012000^|2|^E286320^|^ADAPTER 1FK7100 S2 M3 MACH^|^7509924 <1038>1701010002000^|^PZ^|1|1
^A286320^|^ADAPTER 1FK7100 S2 M3 MACH^|^7509924 <1038>1701010012000^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1626|1788.6
^A286330^|^COPERCHIO SUPERIORE GREZZO FG/^|^FGB - RCE0020 <1040>^|1|^E286330^|^COPERCHIO SUPERIORE GREZZO FG/^|^FGB - RCE0020 <1040>^|^PZ^|1|1
^A286330^|^COPERCHIO SUPERIORE GREZZO FG/^|^FGB - RCE0020 <1040>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|820|902
^A286340^|^COPERCHIO INFERIORE GREZZO FG/^|^FG100 - RCE0010 <1040/01>^|1|^E286340^|^COPERCHIO INFERIORE GREZZO FG/^|^FG100 - RCE0010 <1040/01>^|^PZ^|1|1
^A286340^|^COPERCHIO INFERIORE GREZZO FG/^|^FG100 - RCE0010 <1040/01>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|760|836
^A286350^|^COPERCHIO INFERIORE DIA.320^|^FG500 - RCE0060 <1040/02>^|1|^E286350^|^COPERCHIO INFERIORE DIA.300^|^FG500 - RCE0060 <1040/02>^|^PZ^|1|1
^A286350^|^COPERCHIO INFERIORE DIA.320^|^FG500 - RCE0060 <1040/02>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1530|1683
^A286360^|^COPERCHIO SUPERIORE DIA.320^|^FG500 - RCE0070 <1040/03>^|1|^E286360^|^COPERCHIO SUPERIORE DIA.300^|^FG500 - RCE0070 <1040/03>^|^PZ^|1|1
^A286360^|^COPERCHIO SUPERIORE DIA.320^|^FG500 - RCE0070 <1040/03>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|2350|2585
^A286370^|^COPERCHIO INFERIORE GREZZO^|^FG100 - RCE0030 <1041>^|1|^E286370^|^COPERCHIO INFERIORE GREZZO^|^FG100 - RCE0030 <1041>^|^PZ^|1|1
^A286370^|^COPERCHIO INFERIORE GREZZO^|^FG100 - RCE0030 <1041>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|390|429
^A286380^|^COPERCHIO SUPERIORE GREZZO^|^BLOCCO FG - RCE0050 <1041>^|1|^E286380^|^COPERCHIO SUPERIORE GREZZO^|^BLOCCO FG - RCE0050 <1041>^|^PZ^|1|1
^A286380^|^COPERCHIO SUPERIORE GREZZO^|^BLOCCO FG - RCE0050 <1041>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|290|319
^A286390^|^COPERCHIO INFERIORE GREZZO^|^FG 100- RCE0040 <1041/01>^|1|^E286390^|^COPERCHIO INFERIORE GREZZO^|^FG 100- RCE0040 <1041/01>^|^PZ^|1|1
^A286390^|^COPERCHIO INFERIORE GREZZO^|^FG 100- RCE0040 <1041/01>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|380|418
^A286400^|^COPERCHIO SUPERIORE GREZZO^|^HPS - RCE0100 <1041/02>^|1|^E286400^|^COPERCHIO SUPERIORE GREZZO^|^HPS - RCE0100 <1041/02>^|^PZ^|1|1
^A286400^|^COPERCHIO SUPERIORE GREZZO^|^HPS - RCE0100 <1041/02>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|300|330
^A286410^|^COPERCHIO INFERIORE GREZZO^|^HPS 100- RCE0080<1041/02>^|1|^E286410^|^COPERCHIO INFERIORE GREZZO^|^HPS 100- RCE0080<1041/02>^|^PZ^|1|1
^A286410^|^COPERCHIO INFERIORE GREZZO^|^HPS 100- RCE0080<1041/02>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|385|423.5
^A286420^|^SUPPORTO MOTORE "SRM"^|^<1042>^|1|^E286420^|^SUPPORTO MOTORE "SRM"^|^<1042>^|^PZ^|1|1
^A286420^|^SUPPORTO MOTORE "SRM"^|^<1042>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|100|110
^A286430^|^HOUSING 48476 PIERBURG^|^<1039>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.02|0.02
^A286430^|^HOUSING 48476 PIERBURG^|^<1039>^|1|7900446|^DIVISORIO FALDE 380 x 380 mm^|^x cartoni 7900046/55^|^PZ^|0.05|0.05
^A286430^|^HOUSING 48476 PIERBURG^|^<1039>^|1|^E286430^|^HOUSING 48476 PIERBURG^|^<1039>^|^PZ^|1|1
^A286430^|^HOUSING 48476 PIERBURG^|^<1039>^|2|9050002|^PANI AL. EN AB 46000/46100^|^(TMB)^|^GR^|540|594
^A286440^|^STAFFA PICCOLA^|^<1045>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.02|0.02
^A286440^|^STAFFA PICCOLA^|^<1045>^|1|7900453|^DIVISORIO FALDE 580 x 380 mm^|^x cartoni 7900053^|^PZ^|0.07|0.07
^A286440^|^STAFFA PICCOLA^|^<1045>^|1|^E286440^|^STAFFA PICCOLA^|^<1045>^|^PZ^|1|1
^A286440^|^STAFFA PICCOLA^|^<1045>^|2|9050002|^PANI AL. EN AB 46000/46100^|^(TMB)^|^GR^|540|594
^A286450^|^SEMIGUSCIO INFERIORE^|^<1047>^|1|^C286450^|^SEMIGUSCIO INFERIORE^|^<1047> Sabb^|^PZ^|1|1
^A286450^|^SEMIGUSCIO INFERIORE^|^<1047>^|2|7900239|^CARTONI 1200x800x600^||^PZ^|0.02|0.02
^A286450^|^SEMIGUSCIO INFERIORE^|^<1047>^|2|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286450^|^SEMIGUSCIO INFERIORE^|^<1047>^|2|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.06|0.06
^A286450^|^SEMIGUSCIO INFERIORE^|^<1047>^|2|7901010|^EUROPALLET^||^PZ^|0.02|0.02
^A286450^|^SEMIGUSCIO INFERIORE^|^<1047>^|2|^E286450^|^SEMIGUSCIO INFERIORE^|^<1047>^|^PZ^|1|1
^A286450^|^SEMIGUSCIO INFERIORE^|^<1047>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1103|1213.3
^A286460^|^BLOCCHETTO DENTELLATO BATTUTA^|^<1047>^|1|^C286460^|^BLOCCHETTO DENTELLATO BATTUTA^|^<1047> Sbavato^|^PZ^|1|1
^A286460^|^BLOCCHETTO DENTELLATO BATTUTA^|^<1047>^|2|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A286460^|^BLOCCHETTO DENTELLATO BATTUTA^|^<1047>^|2|^E286460^|^BLOCCHETTO DENTELLATO BATTUTA^|^<1047>^|^PZ^|1|1
^A286460^|^BLOCCHETTO DENTELLATO BATTUTA^|^<1047>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|25|27.5
^A286470^|^SEMIGUSCIO SUPERIORE^|^<1048>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.02|0.02
^A286470^|^SEMIGUSCIO SUPERIORE^|^<1048>^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286470^|^SEMIGUSCIO SUPERIORE^|^<1048>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.06|0.06
^A286470^|^SEMIGUSCIO SUPERIORE^|^<1048>^|1|7901010|^EUROPALLET^||^PZ^|0.02|0.02
^A286470^|^SEMIGUSCIO SUPERIORE^|^<1048>^|1|^C286470^|^SEMIGUSCIO SUPERIORE^|^<1048>^|^PZ^|1|1
^A286470^|^SEMIGUSCIO SUPERIORE^|^<1048>^|2|^E286470^|^SEMIGUSCIO SUPERIORE^|^<1048>^|^PZ^|1|1
^A286470^|^SEMIGUSCIO SUPERIORE^|^<1048>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1644|1808.4
^A286480^|^BLOCCHETTO FERMO INTERNO^|^<1048>^|1|^C286480^|^BLOCCHETTO FERMO INTERNO^|^<1048> Sbavato^|^PZ^|1|1
^A286480^|^BLOCCHETTO FERMO INTERNO^|^<1048>^|2|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A286480^|^BLOCCHETTO FERMO INTERNO^|^<1048>^|2|^E286480^|^BLOCCHETTO FERMO INTERNO^|^<1048>^|^PZ^|1|1
^A286480^|^BLOCCHETTO FERMO INTERNO^|^<1048>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|12|13.2
^A286490^|^GUSCIO SUP.SLIM AL GR.RAL9006^|^MAZ050 <1051>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286490^|^GUSCIO SUP.SLIM AL GR.RAL9006^|^MAZ050 <1051>^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286490^|^GUSCIO SUP.SLIM AL GR.RAL9006^|^MAZ050 <1051>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286490^|^GUSCIO SUP.SLIM AL GR.RAL9006^|^MAZ050 <1051>^|1|^E286490^|^GUSCIO SUP.SLIM AL GR.RAL9006^|^MAZ050 <1051>^|^PZ^|1|1
^A286490^|^GUSCIO SUP.SLIM AL GR.RAL9006^|^MAZ050 <1051>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|331|364.1
^A286500^|^GUSCIO INF.SLIM AL GR.RAL9006^|^MAZ049 <1051>^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286500^|^GUSCIO INF.SLIM AL GR.RAL9006^|^MAZ049 <1051>^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286500^|^GUSCIO INF.SLIM AL GR.RAL9006^|^MAZ049 <1051>^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286500^|^GUSCIO INF.SLIM AL GR.RAL9006^|^MAZ049 <1051>^|1|^E286500^|^GUSCIO INF.SLIM AL GR.RAL9006^|^MAZ049 <1051>^|^PZ^|1|1
^A286500^|^GUSCIO INF.SLIM AL GR.RAL9006^|^MAZ049 <1051>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|340|374
^A286510^|^FLANGIA STATORE MS AL NAT.^|^MAZ003 <1052>^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A286510^|^FLANGIA STATORE MS AL NAT.^|^MAZ003 <1052>^|1|^E286510^|^FLANGIA STATORE MS AL NAT.^|^MAZ003 <1052>^|^PZ^|1|1
^A286510^|^FLANGIA STATORE MS AL NAT.^|^MAZ003 <1052>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|172|189.2
^A286520^|^GUSCIO RIDUTTORE MS AL RAL9006^|^MAZ008 <1052>ORDIN.CON A286530^|1|7900053|^CARTONI 590x390x430H^||^PZ^|0.01|0.01
^A286520^|^GUSCIO RIDUTTORE MS AL RAL9006^|^MAZ008 <1052>ORDIN.CON A286530^|1|^C286520^|^GUSCIO RIDUTTORE MS AL MAZ008^|^<1052> Sbav.^|^PZ^|1|1
^A286520^|^GUSCIO RIDUTTORE MS AL RAL9006^|^MAZ008 <1052>ORDIN.CON A286530^|2|^E286520^|^GUSCIO RIDUTTORE MS AL MAZ008^|^<1052>^|^PZ^|1|1
^A286520^|^GUSCIO RIDUTTORE MS AL RAL9006^|^MAZ008 <1052>ORDIN.CON A286530^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|147|161.7
^A286530^|^GUSCIO BASE MS AL RAL9006^|^MAZ002 <1053>ORDIN.CON A286520^|1|7900239|^CARTONI 1200x800x600^||^PZ^|0.01|0.01
^A286530^|^GUSCIO BASE MS AL RAL9006^|^MAZ002 <1053>ORDIN.CON A286520^|1|7900461|^FALDE MM 1200x800x600 x^|^cartone cod. 7900239^|^PZ^|0.03|0.03
^A286530^|^GUSCIO BASE MS AL RAL9006^|^MAZ002 <1053>ORDIN.CON A286520^|1|7900462|^MORALE 40x40x595 per cartone^|^cod. 7900239^|^PZ^|0.03|0.03
^A286530^|^GUSCIO BASE MS AL RAL9006^|^MAZ002 <1053>ORDIN.CON A286520^|1|^C286530^|^GUSCIO BASE MS AL MAZ002 <1053^|^> sbav.^|^PZ^|1|1
